x	y	z	wkt_geom
3	9	12	"Polygon((-96.9230769230769 -48.4615384615385,-69.2307692307692 -48.4615384615385,-69.2307692307692 -34.6153846153846,-96.9230769230769 -34.6153846153846,-96.9230769230769 -48.4615384615385))"
4	9	12	"Polygon((-69.2307692307692 -48.4615384615385,-41.5384615384615 -48.4615384615385,-41.5384615384615 -34.6153846153846,-69.2307692307692 -34.6153846153846,-69.2307692307692 -48.4615384615385))"
5	9	12	"Polygon((-41.5384615384615 -48.4615384615385,-13.8461538461539 -48.4615384615385,-13.8461538461539 -34.6153846153846,-41.5384615384615 -34.6153846153846,-41.5384615384615 -48.4615384615385))"
6	9	12	"Polygon((-13.8461538461538 -48.4615384615385,13.8461538461539 -48.4615384615385,13.8461538461539 -34.6153846153846,-13.8461538461538 -34.6153846153846,-13.8461538461538 -48.4615384615385))"
7	9	12	"Polygon((13.8461538461539 -48.4615384615385,41.5384615384616 -48.4615384615385,41.5384615384616 -34.6153846153846,13.8461538461539 -34.6153846153846,13.8461538461539 -48.4615384615385))"
8	9	12	"Polygon((41.5384615384615 -48.4615384615385,69.2307692307692 -48.4615384615385,69.2307692307692 -34.6153846153846,41.5384615384615 -34.6153846153846,41.5384615384615 -48.4615384615385))"
9	9	12	"Polygon((69.2307692307692 -48.4615384615385,96.9230769230769 -48.4615384615385,96.9230769230769 -34.6153846153846,69.2307692307692 -34.6153846153846,69.2307692307692 -48.4615384615385))"
10	9	12	"Polygon((96.9230769230769 -48.4615384615385,124.615384615385 -48.4615384615385,124.615384615385 -34.6153846153846,96.9230769230769 -34.6153846153846,96.9230769230769 -48.4615384615385))"
11	9	12	"Polygon((124.615384615385 -48.4615384615385,152.307692307692 -48.4615384615385,152.307692307692 -34.6153846153846,124.615384615385 -34.6153846153846,124.615384615385 -48.4615384615385))"
12	9	12	"Polygon((152.307692307692 -48.4615384615385,180 -48.4615384615385,180 -34.6153846153846,152.307692307692 -34.6153846153846,152.307692307692 -48.4615384615385))"
0	10	12	"Polygon((-180 -62.3076923076923,-152.307692307692 -62.3076923076923,-152.307692307692 -48.4615384615385,-180 -48.4615384615385,-180 -62.3076923076923))"
1	10	12	"Polygon((-152.307692307692 -62.3076923076923,-124.615384615385 -62.3076923076923,-124.615384615385 -48.4615384615385,-152.307692307692 -48.4615384615385,-152.307692307692 -62.3076923076923))"
2	10	12	"Polygon((-124.615384615385 -62.3076923076923,-96.9230769230769 -62.3076923076923,-96.9230769230769 -48.4615384615385,-124.615384615385 -48.4615384615385,-124.615384615385 -62.3076923076923))"
3	10	12	"Polygon((-96.9230769230769 -62.3076923076923,-69.2307692307692 -62.3076923076923,-69.2307692307692 -48.4615384615385,-96.9230769230769 -48.4615384615385,-96.9230769230769 -62.3076923076923))"
4	10	12	"Polygon((-69.2307692307692 -62.3076923076923,-41.5384615384615 -62.3076923076923,-41.5384615384615 -48.4615384615385,-69.2307692307692 -48.4615384615385,-69.2307692307692 -62.3076923076923))"
5	10	12	"Polygon((-41.5384615384615 -62.3076923076923,-13.8461538461539 -62.3076923076923,-13.8461538461539 -48.4615384615385,-41.5384615384615 -48.4615384615385,-41.5384615384615 -62.3076923076923))"
6	10	12	"Polygon((-13.8461538461538 -62.3076923076923,13.8461538461539 -62.3076923076923,13.8461538461539 -48.4615384615385,-13.8461538461538 -48.4615384615385,-13.8461538461538 -62.3076923076923))"
7	10	12	"Polygon((13.8461538461539 -62.3076923076923,41.5384615384616 -62.3076923076923,41.5384615384616 -48.4615384615385,13.8461538461539 -48.4615384615385,13.8461538461539 -62.3076923076923))"
8	10	12	"Polygon((41.5384615384615 -62.3076923076923,69.2307692307692 -62.3076923076923,69.2307692307692 -48.4615384615385,41.5384615384615 -48.4615384615385,41.5384615384615 -62.3076923076923))"
9	10	12	"Polygon((69.2307692307692 -62.3076923076923,96.9230769230769 -62.3076923076923,96.9230769230769 -48.4615384615385,69.2307692307692 -48.4615384615385,69.2307692307692 -62.3076923076923))"
10	10	12	"Polygon((96.9230769230769 -62.3076923076923,124.615384615385 -62.3076923076923,124.615384615385 -48.4615384615385,96.9230769230769 -48.4615384615385,96.9230769230769 -62.3076923076923))"
11	10	12	"Polygon((124.615384615385 -62.3076923076923,152.307692307692 -62.3076923076923,152.307692307692 -48.4615384615385,124.615384615385 -48.4615384615385,124.615384615385 -62.3076923076923))"
12	10	12	"Polygon((152.307692307692 -62.3076923076923,180 -62.3076923076923,180 -48.4615384615385,152.307692307692 -48.4615384615385,152.307692307692 -62.3076923076923))"
0	11	12	"Polygon((-180 -76.1538461538462,-152.307692307692 -76.1538461538462,-152.307692307692 -62.3076923076923,-180 -62.3076923076923,-180 -76.1538461538462))"
1	11	12	"Polygon((-152.307692307692 -76.1538461538462,-124.615384615385 -76.1538461538462,-124.615384615385 -62.3076923076923,-152.307692307692 -62.3076923076923,-152.307692307692 -76.1538461538462))"
2	11	12	"Polygon((-124.615384615385 -76.1538461538462,-96.9230769230769 -76.1538461538462,-96.9230769230769 -62.3076923076923,-124.615384615385 -62.3076923076923,-124.615384615385 -76.1538461538462))"
3	11	12	"Polygon((-96.9230769230769 -76.1538461538462,-69.2307692307692 -76.1538461538462,-69.2307692307692 -62.3076923076923,-96.9230769230769 -62.3076923076923,-96.9230769230769 -76.1538461538462))"
4	11	12	"Polygon((-69.2307692307692 -76.1538461538462,-41.5384615384615 -76.1538461538462,-41.5384615384615 -62.3076923076923,-69.2307692307692 -62.3076923076923,-69.2307692307692 -76.1538461538462))"
5	11	12	"Polygon((-41.5384615384615 -76.1538461538462,-13.8461538461539 -76.1538461538462,-13.8461538461539 -62.3076923076923,-41.5384615384615 -62.3076923076923,-41.5384615384615 -76.1538461538462))"
6	11	12	"Polygon((-13.8461538461538 -76.1538461538462,13.8461538461539 -76.1538461538462,13.8461538461539 -62.3076923076923,-13.8461538461538 -62.3076923076923,-13.8461538461538 -76.1538461538462))"
7	11	12	"Polygon((13.8461538461539 -76.1538461538462,41.5384615384616 -76.1538461538462,41.5384615384616 -62.3076923076923,13.8461538461539 -62.3076923076923,13.8461538461539 -76.1538461538462))"
8	11	12	"Polygon((41.5384615384615 -76.1538461538462,69.2307692307692 -76.1538461538462,69.2307692307692 -62.3076923076923,41.5384615384615 -62.3076923076923,41.5384615384615 -76.1538461538462))"
9	11	12	"Polygon((69.2307692307692 -76.1538461538462,96.9230769230769 -76.1538461538462,96.9230769230769 -62.3076923076923,69.2307692307692 -62.3076923076923,69.2307692307692 -76.1538461538462))"
10	11	12	"Polygon((96.9230769230769 -76.1538461538462,124.615384615385 -76.1538461538462,124.615384615385 -62.3076923076923,96.9230769230769 -62.3076923076923,96.9230769230769 -76.1538461538462))"
11	11	12	"Polygon((124.615384615385 -76.1538461538462,152.307692307692 -76.1538461538462,152.307692307692 -62.3076923076923,124.615384615385 -62.3076923076923,124.615384615385 -76.1538461538462))"
12	11	12	"Polygon((152.307692307692 -76.1538461538462,180 -76.1538461538462,180 -62.3076923076923,152.307692307692 -62.3076923076923,152.307692307692 -76.1538461538462))"
0	12	12	"Polygon((-180 -90,-152.307692307692 -90,-152.307692307692 -76.1538461538462,-180 -76.1538461538462,-180 -90))"
1	12	12	"Polygon((-152.307692307692 -90,-124.615384615385 -90,-124.615384615385 -76.1538461538462,-152.307692307692 -76.1538461538462,-152.307692307692 -90))"
2	12	12	"Polygon((-124.615384615385 -90,-96.9230769230769 -90,-96.9230769230769 -76.1538461538462,-124.615384615385 -76.1538461538462,-124.615384615385 -90))"
3	12	12	"Polygon((-96.9230769230769 -90,-69.2307692307692 -90,-69.2307692307692 -76.1538461538462,-96.9230769230769 -76.1538461538462,-96.9230769230769 -90))"
4	12	12	"Polygon((-69.2307692307692 -90,-41.5384615384615 -90,-41.5384615384615 -76.1538461538462,-69.2307692307692 -76.1538461538462,-69.2307692307692 -90))"
5	12	12	"Polygon((-41.5384615384615 -90,-13.8461538461539 -90,-13.8461538461539 -76.1538461538462,-41.5384615384615 -76.1538461538462,-41.5384615384615 -90))"
6	12	12	"Polygon((-13.8461538461538 -90,13.8461538461539 -90,13.8461538461539 -76.1538461538462,-13.8461538461538 -76.1538461538462,-13.8461538461538 -90))"
7	12	12	"Polygon((13.8461538461539 -90,41.5384615384616 -90,41.5384615384616 -76.1538461538462,13.8461538461539 -76.1538461538462,13.8461538461539 -90))"
8	12	12	"Polygon((41.5384615384615 -90,69.2307692307692 -90,69.2307692307692 -76.1538461538462,41.5384615384615 -76.1538461538462,41.5384615384615 -90))"
9	12	12	"Polygon((69.2307692307692 -90,96.9230769230769 -90,96.9230769230769 -76.1538461538462,69.2307692307692 -76.1538461538462,69.2307692307692 -90))"
10	12	12	"Polygon((96.9230769230769 -90,124.615384615385 -90,124.615384615385 -76.1538461538462,96.9230769230769 -76.1538461538462,96.9230769230769 -90))"
11	12	12	"Polygon((124.615384615385 -90,152.307692307692 -90,152.307692307692 -76.1538461538462,124.615384615385 -76.1538461538462,124.615384615385 -90))"
12	12	12	"Polygon((152.307692307692 -90,180 -90,180 -76.1538461538462,152.307692307692 -76.1538461538462,152.307692307692 -90))"
0	0	13	"Polygon((-180 77.1428571428571,-154.285714285714 77.1428571428571,-154.285714285714 90,-180 90,-180 77.1428571428571))"
1	0	13	"Polygon((-154.285714285714 77.1428571428571,-128.571428571429 77.1428571428571,-128.571428571429 90,-154.285714285714 90,-154.285714285714 77.1428571428571))"
2	0	13	"Polygon((-128.571428571429 77.1428571428571,-102.857142857143 77.1428571428571,-102.857142857143 90,-128.571428571429 90,-128.571428571429 77.1428571428571))"
3	0	13	"Polygon((-102.857142857143 77.1428571428571,-77.1428571428571 77.1428571428571,-77.1428571428571 90,-102.857142857143 90,-102.857142857143 77.1428571428571))"
4	0	13	"Polygon((-77.1428571428571 77.1428571428571,-51.4285714285714 77.1428571428571,-51.4285714285714 90,-77.1428571428571 90,-77.1428571428571 77.1428571428571))"
5	0	13	"Polygon((-51.4285714285714 77.1428571428571,-25.7142857142857 77.1428571428571,-25.7142857142857 90,-51.4285714285714 90,-51.4285714285714 77.1428571428571))"
6	0	13	"Polygon((-25.7142857142857 77.1428571428571,-7.105427357601E-15 77.1428571428571,-7.105427357601E-15 90,-25.7142857142857 90,-25.7142857142857 77.1428571428571))"
7	0	13	"Polygon((0 77.1428571428571,25.7142857142857 77.1428571428571,25.7142857142857 90,0 90,0 77.1428571428571))"
8	0	13	"Polygon((25.7142857142857 77.1428571428571,51.4285714285714 77.1428571428571,51.4285714285714 90,25.7142857142857 90,25.7142857142857 77.1428571428571))"
9	0	13	"Polygon((51.4285714285714 77.1428571428571,77.1428571428572 77.1428571428571,77.1428571428572 90,51.4285714285714 90,51.4285714285714 77.1428571428571))"
10	0	13	"Polygon((77.1428571428572 77.1428571428571,102.857142857143 77.1428571428571,102.857142857143 90,77.1428571428572 90,77.1428571428572 77.1428571428571))"
11	0	13	"Polygon((102.857142857143 77.1428571428571,128.571428571429 77.1428571428571,128.571428571429 90,102.857142857143 90,102.857142857143 77.1428571428571))"
12	0	13	"Polygon((128.571428571429 77.1428571428571,154.285714285714 77.1428571428571,154.285714285714 90,128.571428571429 90,128.571428571429 77.1428571428571))"
13	0	13	"Polygon((154.285714285714 77.1428571428571,180 77.1428571428571,180 90,154.285714285714 90,154.285714285714 77.1428571428571))"
0	1	13	"Polygon((-180 64.2857142857143,-154.285714285714 64.2857142857143,-154.285714285714 77.1428571428571,-180 77.1428571428571,-180 64.2857142857143))"
1	1	13	"Polygon((-154.285714285714 64.2857142857143,-128.571428571429 64.2857142857143,-128.571428571429 77.1428571428571,-154.285714285714 77.1428571428571,-154.285714285714 64.2857142857143))"
2	1	13	"Polygon((-128.571428571429 64.2857142857143,-102.857142857143 64.2857142857143,-102.857142857143 77.1428571428571,-128.571428571429 77.1428571428571,-128.571428571429 64.2857142857143))"
3	1	13	"Polygon((-102.857142857143 64.2857142857143,-77.1428571428571 64.2857142857143,-77.1428571428571 77.1428571428571,-102.857142857143 77.1428571428571,-102.857142857143 64.2857142857143))"
4	1	13	"Polygon((-77.1428571428571 64.2857142857143,-51.4285714285714 64.2857142857143,-51.4285714285714 77.1428571428571,-77.1428571428571 77.1428571428571,-77.1428571428571 64.2857142857143))"
5	1	13	"Polygon((-51.4285714285714 64.2857142857143,-25.7142857142857 64.2857142857143,-25.7142857142857 77.1428571428571,-51.4285714285714 77.1428571428571,-51.4285714285714 64.2857142857143))"
6	1	13	"Polygon((-25.7142857142857 64.2857142857143,-7.105427357601E-15 64.2857142857143,-7.105427357601E-15 77.1428571428571,-25.7142857142857 77.1428571428571,-25.7142857142857 64.2857142857143))"
7	1	13	"Polygon((0 64.2857142857143,25.7142857142857 64.2857142857143,25.7142857142857 77.1428571428571,0 77.1428571428571,0 64.2857142857143))"
8	1	13	"Polygon((25.7142857142857 64.2857142857143,51.4285714285714 64.2857142857143,51.4285714285714 77.1428571428571,25.7142857142857 77.1428571428571,25.7142857142857 64.2857142857143))"
9	1	13	"Polygon((51.4285714285714 64.2857142857143,77.1428571428572 64.2857142857143,77.1428571428572 77.1428571428571,51.4285714285714 77.1428571428571,51.4285714285714 64.2857142857143))"
10	1	13	"Polygon((77.1428571428572 64.2857142857143,102.857142857143 64.2857142857143,102.857142857143 77.1428571428571,77.1428571428572 77.1428571428571,77.1428571428572 64.2857142857143))"
11	1	13	"Polygon((102.857142857143 64.2857142857143,128.571428571429 64.2857142857143,128.571428571429 77.1428571428571,102.857142857143 77.1428571428571,102.857142857143 64.2857142857143))"
12	1	13	"Polygon((128.571428571429 64.2857142857143,154.285714285714 64.2857142857143,154.285714285714 77.1428571428571,128.571428571429 77.1428571428571,128.571428571429 64.2857142857143))"
13	1	13	"Polygon((154.285714285714 64.2857142857143,180 64.2857142857143,180 77.1428571428571,154.285714285714 77.1428571428571,154.285714285714 64.2857142857143))"
0	2	13	"Polygon((-180 51.4285714285714,-154.285714285714 51.4285714285714,-154.285714285714 64.2857142857143,-180 64.2857142857143,-180 51.4285714285714))"
1	2	13	"Polygon((-154.285714285714 51.4285714285714,-128.571428571429 51.4285714285714,-128.571428571429 64.2857142857143,-154.285714285714 64.2857142857143,-154.285714285714 51.4285714285714))"
2	2	13	"Polygon((-128.571428571429 51.4285714285714,-102.857142857143 51.4285714285714,-102.857142857143 64.2857142857143,-128.571428571429 64.2857142857143,-128.571428571429 51.4285714285714))"
3	2	13	"Polygon((-102.857142857143 51.4285714285714,-77.1428571428571 51.4285714285714,-77.1428571428571 64.2857142857143,-102.857142857143 64.2857142857143,-102.857142857143 51.4285714285714))"
4	2	13	"Polygon((-77.1428571428571 51.4285714285714,-51.4285714285714 51.4285714285714,-51.4285714285714 64.2857142857143,-77.1428571428571 64.2857142857143,-77.1428571428571 51.4285714285714))"
5	2	13	"Polygon((-51.4285714285714 51.4285714285714,-25.7142857142857 51.4285714285714,-25.7142857142857 64.2857142857143,-51.4285714285714 64.2857142857143,-51.4285714285714 51.4285714285714))"
6	2	13	"Polygon((-25.7142857142857 51.4285714285714,-7.105427357601E-15 51.4285714285714,-7.105427357601E-15 64.2857142857143,-25.7142857142857 64.2857142857143,-25.7142857142857 51.4285714285714))"
7	2	13	"Polygon((0 51.4285714285714,25.7142857142857 51.4285714285714,25.7142857142857 64.2857142857143,0 64.2857142857143,0 51.4285714285714))"
8	2	13	"Polygon((25.7142857142857 51.4285714285714,51.4285714285714 51.4285714285714,51.4285714285714 64.2857142857143,25.7142857142857 64.2857142857143,25.7142857142857 51.4285714285714))"
9	2	13	"Polygon((51.4285714285714 51.4285714285714,77.1428571428572 51.4285714285714,77.1428571428572 64.2857142857143,51.4285714285714 64.2857142857143,51.4285714285714 51.4285714285714))"
10	2	13	"Polygon((77.1428571428572 51.4285714285714,102.857142857143 51.4285714285714,102.857142857143 64.2857142857143,77.1428571428572 64.2857142857143,77.1428571428572 51.4285714285714))"
11	2	13	"Polygon((102.857142857143 51.4285714285714,128.571428571429 51.4285714285714,128.571428571429 64.2857142857143,102.857142857143 64.2857142857143,102.857142857143 51.4285714285714))"
12	2	13	"Polygon((128.571428571429 51.4285714285714,154.285714285714 51.4285714285714,154.285714285714 64.2857142857143,128.571428571429 64.2857142857143,128.571428571429 51.4285714285714))"
13	2	13	"Polygon((154.285714285714 51.4285714285714,180 51.4285714285714,180 64.2857142857143,154.285714285714 64.2857142857143,154.285714285714 51.4285714285714))"
0	3	13	"Polygon((-180 38.5714285714286,-154.285714285714 38.5714285714286,-154.285714285714 51.4285714285714,-180 51.4285714285714,-180 38.5714285714286))"
1	3	13	"Polygon((-154.285714285714 38.5714285714286,-128.571428571429 38.5714285714286,-128.571428571429 51.4285714285714,-154.285714285714 51.4285714285714,-154.285714285714 38.5714285714286))"
2	3	13	"Polygon((-128.571428571429 38.5714285714286,-102.857142857143 38.5714285714286,-102.857142857143 51.4285714285714,-128.571428571429 51.4285714285714,-128.571428571429 38.5714285714286))"
3	3	13	"Polygon((-102.857142857143 38.5714285714286,-77.1428571428571 38.5714285714286,-77.1428571428571 51.4285714285714,-102.857142857143 51.4285714285714,-102.857142857143 38.5714285714286))"
4	3	13	"Polygon((-77.1428571428571 38.5714285714286,-51.4285714285714 38.5714285714286,-51.4285714285714 51.4285714285714,-77.1428571428571 51.4285714285714,-77.1428571428571 38.5714285714286))"
5	3	13	"Polygon((-51.4285714285714 38.5714285714286,-25.7142857142857 38.5714285714286,-25.7142857142857 51.4285714285714,-51.4285714285714 51.4285714285714,-51.4285714285714 38.5714285714286))"
6	3	13	"Polygon((-25.7142857142857 38.5714285714286,-7.105427357601E-15 38.5714285714286,-7.105427357601E-15 51.4285714285714,-25.7142857142857 51.4285714285714,-25.7142857142857 38.5714285714286))"
7	3	13	"Polygon((0 38.5714285714286,25.7142857142857 38.5714285714286,25.7142857142857 51.4285714285714,0 51.4285714285714,0 38.5714285714286))"
8	3	13	"Polygon((25.7142857142857 38.5714285714286,51.4285714285714 38.5714285714286,51.4285714285714 51.4285714285714,25.7142857142857 51.4285714285714,25.7142857142857 38.5714285714286))"
9	3	13	"Polygon((51.4285714285714 38.5714285714286,77.1428571428572 38.5714285714286,77.1428571428572 51.4285714285714,51.4285714285714 51.4285714285714,51.4285714285714 38.5714285714286))"
10	3	13	"Polygon((77.1428571428572 38.5714285714286,102.857142857143 38.5714285714286,102.857142857143 51.4285714285714,77.1428571428572 51.4285714285714,77.1428571428572 38.5714285714286))"
11	3	13	"Polygon((102.857142857143 38.5714285714286,128.571428571429 38.5714285714286,128.571428571429 51.4285714285714,102.857142857143 51.4285714285714,102.857142857143 38.5714285714286))"
12	3	13	"Polygon((128.571428571429 38.5714285714286,154.285714285714 38.5714285714286,154.285714285714 51.4285714285714,128.571428571429 51.4285714285714,128.571428571429 38.5714285714286))"
